ID_cliente,Permanencia,Genero_cliente,Cliente_Tercera_Edad,Pareja_Cliente,Dependientes_del_Cliente,Meses_del_Contrato,Servicio_telefonico,Multiples_lineas_telefonicas,Sus_Internet,Sus_Seguridad_online,Sus_Respaldo_online,Sus_Protección_al_Dispositivo,Sus_Soporte_Técnico,Sus_Tv_por_cable,sus_streaming_movies,Tipo_Contrato,Preferencia_Factura,Metodo_de_Pago,Gasto_Mensual,Gasto_Total,Cuentas_Diarias
0292-WEGCH,no,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,86.2,4524.05,2.87
0295-PPHDO,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,95.45,3.18
0295-QVKPB,no,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card (automatic),63.95,318.1,2.13
0297-RBCSG,no,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),65.35,1231.85,2.18
0298-XACET,no,male,0,yes,yes,52,no,no,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,50.2,2554.0,1.67
0301-FIDRB,no,female,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),63.8,4684.3,2.13
0301-KOBTQ,no,male,0,no,no,32,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.05,614.45,0.67
0302-JOIVN,yes,female,0,yes,no,8,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,101.15,842.9,3.37
0303-UNCIP,no,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,2.17
0303-WMMRN,no,male,0,no,no,5,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.25,86.05,0.64
0305-SQECB,no,female,0,no,yes,11,no,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,36.05,402.6,1.2
0306-JAELE,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.1,453.4,3.2
0307-BCOPK,no,female,0,no,no,16,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.05,326.65,0.64
0308-GIQJT,no,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),105.75,7382.85,3.52
0308-IVGOK,no,female,0,no,no,11,no,no,dsl,no,yes,yes,yes,no,no,one year,yes,credit card (automatic),40.4,422.6,1.35
0310-MVLET,yes,female,0,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.15,6010.05,3.3
0310-SUCIN,no,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),84.8,6046.1,2.83
0310-VQXAM,no,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.85,178.8,0.66
0311-QYWSS,no,female,0,no,no,6,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.45,314.6,1.65
0311-UNPFF,yes,female,0,no,no,26,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),88.8,2274.35,2.96
0314-TKOSI,no,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,322.9,1.84
0315-LVCRK,no,male,0,no,no,11,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,84.8,888.75,2.83
0318-QUUOB,yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,80.55,2.68
0318-ZOPWS,no,female,0,yes,no,49,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.15,973.35,0.67
0319-QZTCO,no,female,0,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),58.7,168.6,1.96
0320-DWVTU,no,female,0,no,no,53,yes,no,fiber optic,yes,yes,yes,yes,no,yes,two year,no,mailed check,99.5,5424.25,3.32
0320-JDNQG,yes,male,0,yes,yes,23,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,99.85,2331.3,3.33
0322-CHQRU,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.35,89.5,1.51
0322-YINQP,yes,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,48.55,1.62
0323-XWWTN,no,male,0,no,yes,3,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,26.4,121.25,0.88
0324-BRPCJ,yes,female,1,yes,no,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,6851.65,3.34
0325-XBFAC,yes,male,0,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.7,740.3,3.16
0326-VDYXE,no,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,97.65,6982.5,3.26
0327-WFZSY,no,male,0,yes,yes,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,electronic check,100.0,3835.55,3.33
0328-GRPMV,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70.1,2.34
0328-IBUPK,no reporta,female,0,yes,yes,51,no,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),34.2,1782.0,1.14
0329-GTIAJ,yes,female,0,no,no,3,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,97.9,315.3,3.26
0330-BGYZE,no,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),102.5,6157.6,3.42
0330-IVZHA,yes,female,0,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,330.15,2.33
0334-GDDSO,yes,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.35,233.7,2.71
0334-ZFJSR,no,female,0,yes,no,55,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),66.05,3462.1,2.2
0336-KXKFK,no,male,0,no,no,72,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),61.2,4390.25,2.04
0336-PIKEI,no,male,1,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),74.4,5360.75,2.48
0337-CNPZE,yes,female,0,no,no,41,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.3,4443.45,3.54
0343-QLUZP,no,male,0,no,no,60,no,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),39.6,2424.5,1.32
0345-HKJVM,yes,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.3,577.6,2.98
0345-XMMUG,no,female,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.9,4854.3,3.63
0347-UBKUZ,no,female,0,no,no,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.9,320.45,0.66
0348-SDKOL,yes,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),102.1,5885.4,3.4
0354-VXMJC,no,male,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.6,426.65,0.65
0354-WYROK,yes,female,1,yes,yes,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.9,2911.3,3.3
0356-ERHVT,no,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.9,521.9,1.53
0356-OBMAC,no,female,1,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),99.9,5706.3,3.33
0357-NVCRI,no,female,0,no,yes,25,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.05,471.7,0.67
0361-HJRDX,no,female,0,no,no,68,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),64.35,4539.6,2.14
0362-RAOQO,no,female,0,no,no,40,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.65,830.25,0.65
0362-ZBZWJ,yes,male,0,no,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,3067.2,2.83
0363-QJVFX,yes,male,0,no,no,32,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),108.15,3432.9,3.6
0363-SVHYR,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.85,6263.8,2.9
0365-BZUWY,no,male,0,yes,no,17,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.55,1742.5,3.42
0365-GXEZS,no,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,78.2,1468.75,2.61
0365-TRTPY,no,female,0,no,no,37,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),91.2,3382.3,3.04
0366-NQSHS,no,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.35,46.35,0.64
0369-ZGOVK,no,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.4,1992.2,2.35
0373-AIVNJ,no,male,0,no,no,9,no,no,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,39.55,373.0,1.32
0374-AACSZ,no,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.15,50.15,1.67
0374-FIUCA,no,male,0,yes,no,65,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),20.4,1414.45,0.68
0374-IOEGQ,no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.6,122.7,1.49
0375-HVGXO,yes,female,0,no,no,1,no,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,34.7,34.7,1.16
0376-OIWME,no,male,0,yes,no,36,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,93.6,3366.05,3.12
0376-YMCJC,yes,male,0,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.6,1943.2,3.02
0377-JBKKT,no,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,57.95,1271.8,1.93
0378-CJKPV,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),112.1,7965.95,3.74
0378-NHQXU,yes,female,0,yes,yes,17,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,88.25,1460.65,2.94
0378-TOVMS,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,272.2,2.86
0378-XSZPU,yes,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),60.3,3563.8,2.01
0379-DJQHR,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),81.35,5398.6,2.71
0380-NEAVX,no,male,1,no,no,34,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,99.85,3343.15,3.33
0380-ZCSBI,no,male,0,no,no,10,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.0,198.7,0.67
0383-CLDDA,no,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.35,5897.4,2.84
0384-LPITE,no,male,0,no,no,40,no,no,dsl,yes,yes,yes,no,yes,yes,one year,no,credit card (automatic),62.05,2511.55,2.07
0384-RVBPI,no,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card (automatic),64.4,1398.6,2.15
0386-CWRGM,no,female,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.4,967.85,0.65
0388-EOPEX,yes,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.4,139.4,2.48
0390-DCFDQ,yes,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,70.45,2.35
0392-BZIUW,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.0,7589.8,3.5
0394-YONDK,no,male,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.15,1790.15,0.84
0396-HUJBP,no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.3,44.4,0.64
0396-UKGAI,no,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),55.3,1284.2,1.84
0396-YCHWO,no,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.4,3474.2,3.18
0397-GZBBC,yes,male,1,yes,no,59,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),93.85,5574.75,3.13
0397-ZXWQF,no,male,0,no,no,67,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.5,1430.95,0.68
0401-WDBXM,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.55,7542.25,3.52
0402-CQAJN,yes,female,0,no,no,37,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.9,3545.35,3.4
0402-OAMEN,no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.45,1709.1,0.82
0404-AHASP,no,male,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.7,1421.9,0.66
0404-SWRVG,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.4,229.55,2.48
0406-BPDVR,yes,female,1,yes,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.5,5373.1,3.38
0407-BDJKB,yes,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,95.75,5742.9,3.19
0409-WTMPL,no,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),110.65,6526.65,3.69
0410-IPFTY,no,female,0,yes,no,31,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),83.85,2674.15,2.8
0411-EZJZE,no,female,0,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,60.25,170.5,2.01
0412-UCCNP,no,male,0,no,no,55,yes,no,dsl,yes,no,yes,yes,no,no,two year,yes,electronic check,59.2,3175.85,1.97
0415-MOSGF,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.4,44.4,1.48
0419-YAAPX,no,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),85.3,4297.95,2.84
0420-BWTPW,yes,male,0,no,yes,8,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.5,215.2,0.85
0420-HLGXF,no,female,1,no,no,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,4036.0,3.32
0420-TXVSG,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),66.1,4428.45,2.2
0422-OHQHQ,no,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.55,295.95,0.68
0422-UXFAP,no,female,0,yes,no,51,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,98.85,4947.55,3.3
0423-UDIJQ,no,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,49.2,447.9,1.64
0426-TIRNE,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.9,20.9,0.7
0428-AXXLJ,no,male,0,no,no,25,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.5,516.3,0.65
0428-IKYCP,no,male,0,yes,no,22,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),87.0,1850.65,2.9
0430-IHCDJ,no,male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,49.0,749.25,1.63
0431-APWVY,yes,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.1,2598.95,3.0
0432-CAJZV,no,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,90.7,237.65,3.02
0434-CSFON,no,female,0,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,4707.1,3.35
0436-TWFFZ,no,female,0,no,no,67,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,85.25,5714.2,2.84
0439-IFYUN,no,female,1,no,no,18,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,1294.6,2.49
0440-EKDCF,no,male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,two year,yes,credit card (automatic),60.15,3753.2,2.0
0440-MOGPM,no,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.55,3263.9,2.68
0440-QEXBZ,no,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.15,2139.1,1.67
0440-UEDAI,no,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card (automatic),94.45,5042.75,3.15
0442-TDYUO,no,male,0,yes,no,48,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.05,1036.0,0.67
0442-ZXKVS,no,female,1,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),115.6,6431.05,3.85
0447-BEMNG,yes,female,0,yes,no,48,no,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),45.3,2145.0,1.51
0447-RXSGD,no,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.65,2404.85,3.32
0448-YZNZE,no reporta,male,1,yes,no,27,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.55,2510.2,3.18
0454-OKRCT,no,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),80.6,2651.1,2.69
0455-ENTCR,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,85.25,5538.35,2.84
0455-XFASS,no,female,0,yes,yes,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,200.2,2.32
0458-HEUZG,no,female,0,no,no,13,no,no,dsl,no,no,yes,yes,no,no,two year,no,mailed check,35.4,450.4,1.18
0459-SPZHJ,no,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),83.5,5435.0,2.78
0461-CVKMU,yes,female,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,83.8,1900.25,2.79
0463-TXOAK,no,male,0,no,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.6,1334.5,0.85
0463-WZZKO,no,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.75,67.1,0.69
0463-ZSDNT,no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),56.75,503.25,1.89
0464-WJTKO,no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.1,1460.85,0.67
0468-YRPXN,no,male,0,no,no,29,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),98.8,2807.1,3.29
0471-ARVMX,no,female,1,yes,no,62,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,104.85,6312.9,3.49
0471-LVHGK,yes,male,0,yes,no,41,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,73.0,3001.2,2.43
0475-RIJEP,yes,male,0,no,no,43,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,77.85,3365.85,2.6
0479-HMSWA,no,female,0,no,yes,26,yes,no,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,105.45,2715.3,3.52
0480-BIXDE,no,female,0,yes,no,19,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,96.8,1743.05,3.23
0480-KYJVA,no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.25,1784.5,0.81
0481-SUMCB,no,female,1,no,no,45,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),102.15,4735.35,3.4
0484-FFVBJ,no,male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),64.85,2010.95,2.16
0484-JPBRU,no,male,0,no,no,41,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.25,996.45,0.84
0485-ZBSLN,no,male,0,yes,yes,65,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.75,1715.1,0.82
0486-HECZI,yes,male,0,yes,no,55,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,96.75,5238.9,3.22
0486-LGCCH,no,male,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,225.75,0.65
0487-CRLZF,no,female,0,no,no,49,yes,no,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),74.45,3721.9,2.48
0487-RPVUM,no,male,0,yes,no,61,yes,yes,fiber optic,yes,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),99.4,5943.65,3.31
0487-VVUVK,no,male,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.15,477.6,0.64
0488-GSLFR,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.5,69.5,2.32
0489-WMEMG,no,female,0,no,yes,23,yes,no,dsl,no,no,no,yes,no,no,one year,yes,electronic check,49.45,1119.35,1.65
0491-KAPQG,no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.7,1558.7,2.46
0495-RVCBF,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.7,79.7,2.66
0495-ZBNGW,yes,male,1,yes,no,5,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.9,343.95,2.66
0496-AHOOK,no,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),74.4,1712.9,2.48
0504-HHAPI,yes,female,1,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),88.3,2467.75,2.94
0505-SPOOW,no,female,0,yes,no,70,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.8,1397.65,0.66
0506-LVNGN,yes,female,1,no,no,5,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.55,349.65,2.52
0506-YLVKJ,no,male,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.2,917.45,0.67
0508-OOLTO,no,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.65,135.75,2.39
0508-SQWPL,no,female,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.1,1087.7,0.67
0510-EXSMQ,no reporta,female,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.05,651.5,2.3
0511-JTEOY,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1,2.37
0512-FLFDW,no,female,1,yes,no,60,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.5,6029.0,3.35
0513-RBGPE,no,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),62.8,2278.75,2.09
0515-YPMCW,yes,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,70.45,2.35
0516-OOHAR,no,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),100.35,2799.0,3.34
0516-QREYC,no,female,1,no,no,24,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.3,459.95,0.68
0516-UXRMT,no,female,0,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,92.05,5755.8,3.07
0516-VRYBW,yes,female,0,no,yes,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.15,390.85,0.67
0516-WJVXC,yes,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.2,308.25,1.81
0519-DRGTI,no,female,0,yes,yes,20,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,442.6,0.68
0519-XUZJU,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.75,70.75,2.36
0520-FDVVT,yes,male,0,no,no,35,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),102.35,3626.1,3.41
0523-VNGTF,no,female,1,no,no,52,no,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,50.5,2566.3,1.68
0524-IAVZO,yes,female,0,yes,no,30,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,2624.25,2.83
0526-SXDJP,no,male,0,yes,no,72,no,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),42.1,2962.0,1.4
0529-ONKER,yes,male,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.65,1146.65,2.52
0530-HBKHZ,no reporta,female,1,yes,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.8,24.8,0.83
0530-IJVDB,no,male,0,no,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,114.6,7882.5,3.82
